BillNo,Itemname,Quantity,Present_Date,Price,CustomerID,Country,Revenue,Transaction_Size,Product_Frequency,Year,Month,Day,Hour,Day_of_Week
536874,I'M ON HOLIDAY METAL SIGN,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,2.1,62,352,2010,12,3,11,Friday
536874,ANTIQUE GLASS DRESSING TABLE POT,1,2010-12-03 11:35:00,2.95,16891,United Kingdom,2.95,62,253,2010,12,3,11,Friday
536874,ANTIQUE GLASS HEART DECORATION,1,2010-12-03 11:35:00,1.95,16891,United Kingdom,1.95,62,36,2010,12,3,11,Friday
536874,BLUE COAT RACK PARIS FASHION,1,2010-12-03 11:35:00,4.95,16891,United Kingdom,4.95,62,126,2010,12,3,11,Friday
536874,BROWN CHECK CAT DOORSTOP,1,2010-12-03 11:35:00,4.25,16891,United Kingdom,4.25,62,136,2010,12,3,11,Friday
536874,GREEN CHRISTMAS TREE CARD HOLDER,1,2010-12-03 11:35:00,4.25,16891,United Kingdom,4.25,62,180,2010,12,3,11,Friday
536874,CHRISTMAS TOILET ROLL,1,2010-12-03 11:35:00,1.25,16891,United Kingdom,1.25,62,240,2010,12,3,11,Friday
536874,JAM MAKING SET PRINTED,1,2010-12-03 11:35:00,1.45,16891,United Kingdom,1.45,62,980,2010,12,3,11,Friday
536874,CHRISTMAS CRAFT LITTLE FRIENDS,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,2.1,62,519,2010,12,3,11,Friday
536874,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-12-03 11:35:00,5.95,16891,United Kingdom,11.9,62,510,2010,12,3,11,Friday
536874,BLACK AND WHITE CAT BOWL,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,2.1,62,37,2010,12,3,11,Friday
536874,"NURSERY A,B,C PAINTED LETTERS",1,2010-12-03 11:35:00,6.75,16891,United Kingdom,6.75,62,64,2010,12,3,11,Friday
536874,FELTCRAFT CHRISTMAS FAIRY,1,2010-12-03 11:35:00,4.25,16891,United Kingdom,4.25,62,307,2010,12,3,11,Friday
536874,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-03 11:35:00,0.95,16891,United Kingdom,0.95,62,907,2010,12,3,11,Friday
536874,MONEY BOX POCKET MONEY DESIGN,1,2010-12-03 11:35:00,1.25,16891,United Kingdom,1.25,62,66,2010,12,3,11,Friday
536874,GIRLS VINTAGE TIN SEASIDE BUCKET,2,2010-12-03 11:35:00,2.55,16891,United Kingdom,5.1,62,218,2010,12,3,11,Friday
536874,MONEY BOX KINGS CHOICE DESIGN,1,2010-12-03 11:35:00,1.25,16891,United Kingdom,1.25,62,83,2010,12,3,11,Friday
536874,VINTAGE SEASIDE JIGSAW PUZZLES,1,2010-12-03 11:35:00,3.75,16891,United Kingdom,3.75,62,143,2010,12,3,11,Friday
536874,HOLIDAY FUN LUDO,1,2010-12-03 11:35:00,3.75,16891,United Kingdom,3.75,62,192,2010,12,3,11,Friday
536874,PAPER BUNTING VINTAGE PAISLEY,1,2010-12-03 11:35:00,2.95,16891,United Kingdom,2.95,62,258,2010,12,3,11,Friday
536874,STRAWBERRY HONEYCOMB  GARLAND,1,2010-12-03 11:35:00,1.65,16891,United Kingdom,1.65,62,99,2010,12,3,11,Friday
536874,RED BABY BUNTING,4,2010-12-03 11:35:00,2.95,16891,United Kingdom,11.8,62,224,2010,12,3,11,Friday
536874,6 RIBBONS EMPIRE,1,2010-12-03 11:35:00,1.65,16891,United Kingdom,1.65,62,210,2010,12,3,11,Friday
536874,TRADITIONAL CHRISTMAS RIBBONS,1,2010-12-03 11:35:00,1.25,16891,United Kingdom,1.25,62,331,2010,12,3,11,Friday
536874,BABY BOOM RIBBONS,1,2010-12-03 11:35:00,1.25,16891,United Kingdom,1.25,62,88,2010,12,3,11,Friday
536874,HAND WARMER RED RETROSPOT,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,2.1,62,341,2010,12,3,11,Friday
536874,HAND WARMER UNION JACK,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,2.1,62,451,2010,12,3,11,Friday
536874,SET OF 72 RETROSPOT PAPER  DOILIES,1,2010-12-03 11:35:00,1.45,16891,United Kingdom,1.45,62,403,2010,12,3,11,Friday
536874,CAKE PLATE LOVEBIRD WHITE,1,2010-12-03 11:35:00,4.95,16891,United Kingdom,4.95,62,167,2010,12,3,11,Friday
536874,PARTY CONE CHRISTMAS DECORATION,6,2010-12-03 11:35:00,0.85,16891,United Kingdom,5.1,62,84,2010,12,3,11,Friday
536874,YELLOW COAT RACK PARIS FASHION,1,2010-12-03 11:35:00,4.95,16891,United Kingdom,4.95,62,87,2010,12,3,11,Friday
536874,RED COAT RACK PARIS FASHION,1,2010-12-03 11:35:00,4.95,16891,United Kingdom,4.95,62,91,2010,12,3,11,Friday
536874,SILK PURSE BABUSHKA BLUE,1,2010-12-03 11:35:00,3.35,16891,United Kingdom,3.35,62,58,2010,12,3,11,Friday
536874,SILK PURSE BABUSHKA RED,1,2010-12-03 11:35:00,3.35,16891,United Kingdom,3.35,62,50,2010,12,3,11,Friday
536874,SILK PURSE BABUSHKA PINK,1,2010-12-03 11:35:00,3.35,16891,United Kingdom,3.35,62,141,2010,12,3,11,Friday
536874,CHRISTMAS LIGHTS 10 REINDEER,1,2010-12-03 11:35:00,8.5,16891,United Kingdom,8.5,62,236,2010,12,3,11,Friday
536874,LA PALMIERA WALL THERMOMETER,1,2010-12-03 11:35:00,2.55,16891,United Kingdom,2.55,62,10,2010,12,3,11,Friday
536874,PAPER CHAIN KIT RETROSPOT,1,2010-12-03 11:35:00,2.95,16891,United Kingdom,2.95,62,555,2010,12,3,11,Friday
536874,JAM MAKING SET WITH JARS,1,2010-12-03 11:35:00,4.25,16891,United Kingdom,4.25,62,1035,2010,12,3,11,Friday
536874,SET 20 NAPKINS FAIRY CAKES DESIGN,1,2010-12-03 11:35:00,0.85,16891,United Kingdom,0.85,62,325,2010,12,3,11,Friday
536874,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,2010-12-03 11:35:00,0.85,16891,United Kingdom,0.85,62,77,2010,12,3,11,Friday
536874,SET/20 STRAWBERRY PAPER NAPKINS,1,2010-12-03 11:35:00,0.85,16891,United Kingdom,0.85,62,286,2010,12,3,11,Friday
536874,SET/20 RED RETROSPOT PAPER NAPKINS,1,2010-12-03 11:35:00,0.85,16891,United Kingdom,0.85,62,854,2010,12,3,11,Friday
536874,FUNKY WASHING UP GLOVES ASSORTED,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,2.1,62,189,2010,12,3,11,Friday
536874,RETROSPOT RED WASHING UP GLOVES,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,2.1,62,294,2010,12,3,11,Friday
536874,CORONA MEXICAN TRAY,1,2010-12-03 11:35:00,3.75,16891,United Kingdom,3.75,62,37,2010,12,3,11,Friday
536874,JUMBO BAG RED RETROSPOT,3,2010-12-03 11:35:00,1.95,16891,United Kingdom,5.85,62,1789,2010,12,3,11,Friday
536874,PINK NEW BAROQUECANDLESTICK CANDLE,2,2010-12-03 11:35:00,2.95,16891,United Kingdom,5.9,62,24,2010,12,3,11,Friday
536874,HAND OPEN SHAPE GOLD,1,2010-12-03 11:35:00,4.25,16891,United Kingdom,4.25,62,30,2010,12,3,11,Friday
536874,AIRLINE BAG VINTAGE JET SET RED,1,2010-12-03 11:35:00,4.25,16891,United Kingdom,4.25,62,216,2010,12,3,11,Friday
536874,SET OF 6 T-LIGHTS SNOWMEN,1,2010-12-03 11:35:00,2.95,16891,United Kingdom,2.95,62,160,2010,12,3,11,Friday
536876,FLORAL FOLK STATIONERY SET,3,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,7.529999999999999,524,416,2010,12,3,11,Friday
536876,PENNY FARTHING BIRTHDAY CARD,1,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,0.85,524,228,2010,12,3,11,Friday
536876,"RECORD FRAME 7"" SINGLE SIZE",1,2010-12-03 11:36:00,5.06,Guest_Customer,United Kingdom,5.06,524,310,2010,12,3,11,Friday
536876,CHRISTMAS CARD SINGING ANGEL,1,2010-12-03 11:36:00,0.43,Guest_Customer,United Kingdom,0.43,524,34,2010,12,3,11,Friday
536876,CERAMIC STRAWBERRY DESIGN MUG,1,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,3.36,524,150,2010,12,3,11,Friday
536876,CHOC TRUFFLE GOLD TRINKET POT,1,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,3.36,524,68,2010,12,3,11,Friday
536876,BROWN  PIRATE TREASURE CHEST,2,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,6.72,524,146,2010,12,3,11,Friday
536876,6 RIBBONS EMPIRE,1,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,3.36,524,210,2010,12,3,11,Friday
536876,6 RIBBONS RUSTIC CHARM,4,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,13.44,524,879,2010,12,3,11,Friday
536876,RIBBON REEL FLORA + FAUNA,2,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,6.72,524,136,2010,12,3,11,Friday
536876,RIBBON REEL STRIPES DESIGN,2,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,6.72,524,404,2010,12,3,11,Friday
536876,PAPER CHAIN KIT RETROSPOT,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,555,2010,12,3,11,Friday
536876,PAPER CHAIN KIT EMPIRE,3,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,17.73,524,384,2010,12,3,11,Friday
536876,CARAVAN SQUARE TISSUE BOX,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,136,2010,12,3,11,Friday
536876,MIRROR MOSAIC GOBLET CANDLE HOLDER,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,31,2010,12,3,11,Friday
536876,PIZZA PLATE IN BOX,1,2010-12-03 11:36:00,7.62,Guest_Customer,United Kingdom,7.62,524,181,2010,12,3,11,Friday
536876,FULL ENGLISH BREAKFAST PLATE,1,2010-12-03 11:36:00,7.62,Guest_Customer,United Kingdom,7.62,524,287,2010,12,3,11,Friday
536876,HOT WATER BOTTLE TEA AND SYMPATHY,2,2010-12-03 11:36:00,8.47,Guest_Customer,United Kingdom,16.94,524,535,2010,12,3,11,Friday
536876,FOOD CONTAINER SET 3 LOVE HEART,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,281,2010,12,3,11,Friday
536876,RED LOVE HEART SHAPE CUP,1,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,1.66,524,143,2010,12,3,11,Friday
536876,LADLE LOVE HEART PINK,1,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,0.85,524,13,2010,12,3,11,Friday
536876,LOVE HEART SOCK HANGER,1,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,3.36,524,83,2010,12,3,11,Friday
536876,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,433,2010,12,3,11,Friday
536876,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,8.42,524,519,2010,12,3,11,Friday
536876,FELTCRAFT BUTTERFLY HEARTS,1,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,3.36,524,461,2010,12,3,11,Friday
536876,FELTCRAFT 6 FLOWER FRIENDS,3,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,12.63,524,512,2010,12,3,11,Friday
536876,STAR DECORATION RUSTIC,3,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,2.55,524,117,2010,12,3,11,Friday
536876,HEART DECORATION WITH PEARLS,1,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,1.66,524,230,2010,12,3,11,Friday
536876,HEART DECORATION RUSTIC HANGING,2,2010-12-03 11:36:00,0.81,Guest_Customer,United Kingdom,1.62,524,252,2010,12,3,11,Friday
536876,HEART GARLAND RUSTIC PADDED,4,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,13.44,524,92,2010,12,3,11,Friday
536876,HEART STRING MEMO HOLDER HANGING,2,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,6.72,524,103,2010,12,3,11,Friday
536876,PHOTO CUBE,5,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,16.8,524,298,2010,12,3,11,Friday
536876,PINK OWL SOFT TOY,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,163,2010,12,3,11,Friday
536876,VICTORIAN GLASS HANGING T-LIGHT,11,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,27.61,524,771,2010,12,3,11,Friday
536876,CAKE STAND VICTORIAN FILIGREE SMALL,3,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,12.63,524,112,2010,12,3,11,Friday
536876,RED STAR CARD HOLDER,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,142,2010,12,3,11,Friday
536876,LOCAL CAFE MUG,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,105,2010,12,3,11,Friday
536876,LARGE HEART MEASURING SPOONS,6,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,20.16,524,354,2010,12,3,11,Friday
536876,SMALL HEART MEASURING SPOONS,2,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,3.32,524,448,2010,12,3,11,Friday
536876,SMALL POPCORN HOLDER,19,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,31.54,524,447,2010,12,3,11,Friday
536876,LARGE POPCORN HOLDER,8,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,26.88,524,69,2010,12,3,11,Friday
536876,FOUR HOOK  WHITE LOVEBIRDS,3,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,12.63,524,394,2010,12,3,11,Friday
536876,T-LIGHT HOLDER WHITE LACE,10,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,16.599999999999998,524,55,2010,12,3,11,Friday
536876,LOVEBIRD HANGING DECORATION WHITE,3,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,4.98,524,520,2010,12,3,11,Friday
536876,WHITE LOVEBIRD LANTERN,2,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,11.82,524,161,2010,12,3,11,Friday
536876,HANGING HEART MIRROR DECORATION,1,2010-12-03 11:36:00,1.28,Guest_Customer,United Kingdom,1.28,524,252,2010,12,3,11,Friday
536876,3 HOOK HANGER MAGIC GARDEN,2,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,8.42,524,146,2010,12,3,11,Friday
536876,"HOOK, 1 HANGER ,MAGIC GARDEN",1,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,1.66,524,85,2010,12,3,11,Friday
536876,MAGIC GARDEN FELT GARLAND,2,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,8.42,524,84,2010,12,3,11,Friday
536876,DECORATION  PINK CHICK MAGIC GARDEN,1,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,1.66,524,110,2010,12,3,11,Friday
536876,DECORATION  BUTTERFLY  MAGIC GARDEN,3,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,4.98,524,146,2010,12,3,11,Friday
536876,BIRDHOUSE DECORATION MAGIC GARDEN,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,135,2010,12,3,11,Friday
536876,FELT TOADSTOOL  SMALL,1,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,1.66,524,66,2010,12,3,11,Friday
536876,FELTCRAFT DOLL ROSIE,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,284,2010,12,3,11,Friday
536876,FELTCRAFT DOLL MARIA,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,46,2010,12,3,11,Friday
536876,FELTCRAFT DOLL MOLLY,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,310,2010,12,3,11,Friday
536876,FELTCRAFT DOLL EMILY,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,252,2010,12,3,11,Friday
536876,WASH BAG VINTAGE ROSE PAISLEY,7,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,41.370000000000005,524,82,2010,12,3,11,Friday
536876,COSMETIC BAG VINTAGE ROSE PAISLEY,2,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,8.42,524,98,2010,12,3,11,Friday
536876,HANGING METAL RABBIT DECORATION,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,48,2010,12,3,11,Friday
536876,HEART FILIGREE DOVE  SMALL,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,159,2010,12,3,11,Friday
536876,PIG KEYRING WITH LIGHT & SOUND,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,43,2010,12,3,11,Friday
536876,COFFEE MUG CAT + BIRD DESIGN,1,2010-12-03 11:36:00,5.06,Guest_Customer,United Kingdom,5.06,524,239,2010,12,3,11,Friday
536876,COFFEE MUG BLUE PAISLEY DESIGN,1,2010-12-03 11:36:00,5.06,Guest_Customer,United Kingdom,5.06,524,55,2010,12,3,11,Friday
536876,TEA COSY BLUE STRIPE,3,2010-12-03 11:36:00,5.06,Guest_Customer,United Kingdom,15.18,524,102,2010,12,3,11,Friday
536876,IVORY KNITTED MUG COSY,7,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,23.52,524,105,2010,12,3,11,Friday
536876,OFFICE MUG WARMER BLACK+SILVER,2,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,11.82,524,131,2010,12,3,11,Friday
536876,OFFICE MUG WARMER POLKADOT,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,120,2010,12,3,11,Friday
536876,OFFICE MUG WARMER CHOC+BLUE,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,129,2010,12,3,11,Friday
536876,BLUE POLKADOT KIDS BAG,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,73,2010,12,3,11,Friday
536876,ROUND SNACK BOXES SET OF4 WOODLAND,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,666,2010,12,3,11,Friday
536876,WOODLAND PARTY BAG + STICKER SET,1,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,3.36,524,167,2010,12,3,11,Friday
536876,DOVE DECORATION PAINTED ZINC,5,2010-12-03 11:36:00,1.28,Guest_Customer,United Kingdom,6.4,524,60,2010,12,3,11,Friday
536876,STAR DECORATION PAINTED ZINC,5,2010-12-03 11:36:00,1.28,Guest_Customer,United Kingdom,6.4,524,137,2010,12,3,11,Friday
536876,TEA BAG PLATE RED RETROSPOT,6,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,9.96,524,307,2010,12,3,11,Friday
536876,LUNCH BOX WITH CUTLERY RETROSPOT,1,2010-12-03 11:36:00,5.06,Guest_Customer,United Kingdom,5.06,524,463,2010,12,3,11,Friday
536876,CHARLOTTE BAG SUKI DESIGN,2,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,3.32,524,727,2010,12,3,11,Friday
536876,CHARLOTTE BAG PINK POLKADOT,3,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,4.98,524,673,2010,12,3,11,Friday
536876,KINGS CHOICE TEA CADDY,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,254,2010,12,3,11,Friday
536876,GLASS JAR ENGLISH CONFECTIONERY,2,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,11.82,524,203,2010,12,3,11,Friday
536876,GLASS JAR DAISY FRESH COTTON WOOL,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,261,2010,12,3,11,Friday
536876,GLASS JAR MARMALADE,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,77,2010,12,3,11,Friday
536876,GLASS JAR DIGESTIVE BISCUITS,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,155,2010,12,3,11,Friday
536876,CHILDRENS APRON SPACEBOY DESIGN,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,517,2010,12,3,11,Friday
536876,AIRLINE BAG VINTAGE TOKYO 78,3,2010-12-03 11:36:00,8.47,Guest_Customer,United Kingdom,25.410000000000004,524,387,2010,12,3,11,Friday
536876,WALL TIDY RETROSPOT,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,281,2010,12,3,11,Friday
536876,RECYCLING BAG RETROSPOT,4,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,16.84,524,710,2010,12,3,11,Friday
536876,TOY TIDY SPACEBOY,2,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,8.42,524,279,2010,12,3,11,Friday
536876,TOY TIDY PINK POLKADOT,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,450,2010,12,3,11,Friday
536876,LUNCH BAG SPACEBOY DESIGN,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,1114,2010,12,3,11,Friday
536876,LUNCH BAG PINK POLKADOT,1,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,4.21,524,1038,2010,12,3,11,Friday
536876,PAPERWEIGHT VINTAGE PAISLEY,1,2010-12-03 11:36:00,5.06,Guest_Customer,United Kingdom,5.06,524,30,2010,12,3,11,Friday
536876,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,130,2010,12,3,11,Friday
536876,MONEY BOX KINGS CHOICE DESIGN,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,83,2010,12,3,11,Friday
536876,METAL SIGN TAKE IT OR LEAVE IT,2,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,11.82,524,393,2010,12,3,11,Friday
536876,10 COLOUR SPACEBOY PEN,1,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,1.66,524,156,2010,12,3,11,Friday
536876,LIPSTICK PEN RED,7,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,5.95,524,238,2010,12,3,11,Friday
536876,LIPSTICK PEN BABY PINK,1,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,0.85,524,115,2010,12,3,11,Friday
536876,LIPSTICK PEN FUSCHIA,2,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,1.7,524,187,2010,12,3,11,Friday
536876,TOOTHPASTE TUBE PEN,1,2010-12-03 11:36:00,1.28,Guest_Customer,United Kingdom,1.28,524,197,2010,12,3,11,Friday
536876,GROW YOUR OWN PLANT IN A CAN,5,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,12.55,524,31,2010,12,3,11,Friday
536876,NATURAL SLATE HEART CHALKBOARD,9,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,53.19,524,1183,2010,12,3,11,Friday
536876,EMBOSSED GLASS TEALIGHT HOLDER,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,174,2010,12,3,11,Friday
536876,FAIRY TALE COTTAGE NIGHTLIGHT,5,2010-12-03 11:36:00,4.21,Guest_Customer,United Kingdom,21.05,524,81,2010,12,3,11,Friday
536876,HEART OF WICKER LARGE,4,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,23.64,524,874,2010,12,3,11,Friday
536876,RED GINGHAM TEDDY BEAR,1,2010-12-03 11:36:00,5.91,Guest_Customer,United Kingdom,5.91,524,157,2010,12,3,11,Friday
536876,PACK OF 12 COLOURED PENCILS,2,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,3.32,524,186,2010,12,3,11,Friday
536876,MINI PAINT SET VINTAGE,2,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,3.32,524,56,2010,12,3,11,Friday
536876,PAINT YOUR OWN CANVAS SET,2,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,6.72,524,197,2010,12,3,11,Friday
536876,SET OF 2 TINS VINTAGE BATHROOM,2,2010-12-03 11:36:00,8.47,Guest_Customer,United Kingdom,16.94,524,99,2010,12,3,11,Friday
536876,MAGIC DRAWING SLATE DOLLY GIRL,1,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,0.85,524,144,2010,12,3,11,Friday
536876,MAGIC DRAWING SLATE CIRCUS PARADE,3,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,2.55,524,121,2010,12,3,11,Friday
536876,MAGIC DRAWING SLATE SPACEBOY,3,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,2.55,524,162,2010,12,3,11,Friday
536876,MINI JIGSAW DOLLY GIRL,1,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,0.85,524,82,2010,12,3,11,Friday
536876,MINI JIGSAW CIRCUS PARADE,2,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,1.7,524,48,2010,12,3,11,Friday
536876,MINI JIGSAW SPACEBOY,1,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,0.85,524,97,2010,12,3,11,Friday
536876,MINI JIGSAW BUNNIES,1,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,0.85,524,56,2010,12,3,11,Friday
536876,MINI JIGSAW PURDEY,1,2010-12-03 11:36:00,0.85,Guest_Customer,United Kingdom,0.85,524,62,2010,12,3,11,Friday
536876,PICTURE DOMINOES,2,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,6.72,524,319,2010,12,3,11,Friday
536876,PLASTERS IN TIN SPACEBOY,2,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,6.72,524,605,2010,12,3,11,Friday
536876,PLASTERS IN TIN SKULLS,4,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,13.44,524,521,2010,12,3,11,Friday
536876,PLASTERS IN TIN WOODLAND ANIMALS,2,2010-12-03 11:36:00,3.36,Guest_Customer,United Kingdom,6.72,524,635,2010,12,3,11,Friday
536876,CLOTHES PEGS RETROSPOT PACK 24,2,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,5.02,524,661,2010,12,3,11,Friday
536876,TRADITIONAL MODELLING CLAY,1,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,2.51,524,210,2010,12,3,11,Friday
536876,20 DOLLY PEGS RETROSPOT,2,2010-12-03 11:36:00,2.51,Guest_Customer,United Kingdom,5.02,524,195,2010,12,3,11,Friday
536876,FELTCRAFT CUSHION OWL,2,2010-12-03 11:36:00,7.62,Guest_Customer,United Kingdom,15.24,524,436,2010,12,3,11,Friday
536876,FELTCRAFT CUSHION BUTTERFLY,1,2010-12-03 11:36:00,7.62,Guest_Customer,United Kingdom,7.62,524,318,2010,12,3,11,Friday
536876,ROCKING HORSE RED CHRISTMAS,7,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,11.62,524,233,2010,12,3,11,Friday
536876,STAR WOODEN CHRISTMAS DECORATION,5,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,8.299999999999999,524,201,2010,12,3,11,Friday
536876,HEART WOODEN CHRISTMAS DECORATION,4,2010-12-03 11:36:00,1.66,Guest_Customer,United Kingdom,6.64,524,200,2010,12,3,11,Friday
